content,score,app,topics
tolong akun cekal ya tidak bisa buka verifikasi,1,tinder,7
masuk nomor muluh tidak bisa pakai email,1,tinder,7
kenal orang tinder tipu tidak lagi deh download,1,tinder,6
tolong jangn bayar kalo lihat orang suka,2,tinder,4
tolong tingkat tinder nya blokir tinder lapor,3,tinder,6
ngehapus akun ya tolong data simpan kak,3,tinder,3
bayar pakai pakai goggle play tidak bisakenapa,2,tinder,6
akun blokir maksud blokir,1,tinder,7
tidak punya jodoh tidak ingin harta tambah wanita ganggu lirik aman,1,tinder,3
aplikasi bagus gemar tinder,4,tinder,6
maka dana vipp,1,tinder,7
kirim pesan upgrade tinder ya,2,tinder,4
tolong gold bulan nya tidak mahal,5,tinder,0
habis kenal pinjam uangtopup gofoodisi pulsa malas tidak beres hati mahal tinder gold tidak timpal,2,tinder,6
terima kasih tinder berkat aplikasi temu wanita bidadari,5,tinder,5
tidak bisa udha kali salah ku tidak tahu,1,tinder,7
bantu cari teman,5,tinder,5
daftar langsung cekal aneh,1,tinder,7
najis tebak teka teki anjing sukalau tidak manusia kapai main kayak anjing bot kayak ginianhilangin tidak penting nya su,1,tinder,6
tolong dalam atur temu serta agama cari sesuai percaya,3,tinder,7
tidak laku tau akun cekal tidak ada jelas sebab akun cekal aplikasi aco,1,tinder,7
aplikasi nya bayar mulu mah,1,tinder,9
bad bgtakun tidak gmn cekalkebanyakan dagang cewek nya nya dagang cekal,2,tinder,0
bayar,2,tinder,0
sih daftar langgar atur aneh,1,tinder,7
akun ku tidak bisa buka tidak juga nemu jodoh,1,tinder,7
gue hapusmasa main top up,1,tinder,5
aplikasi tolol verifikasi sulit,1,tinder,7
scammer no wa vc tunjuk konthol centang biru laku seksual liar risih anjey,1,tinder,1
maksud masak akun cekal tidak ngapa kapai aplikasi busuk,1,tinder,7
hapus tinder hp tinder aplikasi brengsek main cekal akun sajapadahal tidak langgar apapunoh curi data ya lu tinder busuk,1,tinder,6
app cowok umur an sales sifat tidak sekolah mulut sampah binatang,1,tinder,4
hapus login verifikasi manusiahelloolo pikir binatang main hpudah pilih gambar menghada atas salah suruh ulangdeveloper tolol,1,tinder,7
device android ku cekal tidak bisa akses apa tantan rugi maksud blokir device android ku tolol kau tantan,1,tinder,7
tidak laku langgar apa akun cekaljadi kasih bintang,1,tinder,7
tidak salah tidak apa tau main blokir,1,tinder,7
ribet masuk vertifikasi,1,tinder,7
rekomen sih bukti gua ketemu ibu anak anak gue haiishelly,5,tinder,3
aplikasi akun blokir tidak jelasss,1,tinder,6
suruh bayar bikin ribet apk,1,tinder,7
mohon baik jaring nya,3,tinder,0
tidak bisa masuk,1,tinder,0
terimakasih tinder donwload tinder match selang situ ketemuselang ketemu ajak nikahterus nikah deh eh anjir nikah terimakasih tinder janda,4,tinder,6
aplikasi tidak jelas hapus,1,tinder,6
tidak jelas blok akun tidak salah,1,tinder,7
klik bayar klik bayar aplikasi jual aplikasi teman,1,tinder,9
kerja bagus waspada,5,tinder,1
bagus,5,tinder,2
isi orang orang gabut dengan esok dengan akan tidak punya hati sakit perih kau cumbu dengan,5,tinder,6
hati selektif cowok modus main,5,tinder,6
aplikasi ribet bayar payah,1,tinder,9
akun tibatiba cekal tidak laku langgar aneh,1,tinder,7
tidak erti pakai apk akun cekal,2,tinder,7
gue tidak bikin pelanggaranpelanggaran kunci taaaekk,1,tinder,7
aneh buka blok email no hp langsung blok,1,tinder,7
apk jelek sistem obrol tidak ada kirim pesan bayar obrol,1,tinder,7
tidak ngelanggar cekal sih tidak jelas deh,1,tinder,7
kasih bintang tidak tau cranya gunain apliksinya bingung,3,tinder,3
tiba akun cekal tidak langgar atur apa pakai tinder gold maksud coba,1,tinder,7
orang mudah cari orang,5,tinder,6
habis verivikasi foto tidak ada chat sh,2,tinder,7
maaf kasih bintang tidak apa akun blokir tidak jelas banget sih,1,tinder,3
bayar mahal tau akun tangguh aplikasi sampah,1,tinder,6
akun tidak bisa masuk sih tinder,1,tinder,7
wlpun tidak ada sesuai ya bikin tidak bete,2,tinder,6
like tidak bisa bayar ya,2,tinder,0
aplikasi tidak guna kalo emnk bayar bilang bi,1,tinder,0
bagus sayang nya langsung bayarnunggu biar paham isi tinder,5,tinder,1
tidak pakai bayar,5,tinder,0
banyak gratis ig tweter,5,tinder,5
cari jodoh kolom komentar langsung inbox gmail,1,tinder,5
bagus simple,2,tinder,2
buruk banget tinder akun tiba cekal tidak langgar apa tidak laku hal aneh minimal tinjau tidak asal dibanned,1,tinder,7
maaf ya tinder hormat ku tidak laku salah apa akun cekal sehat kah bijak langgar tidak heran guweh maaf guweh edit bintang kesel aplikasi andah tidak jelas smuanya,1,tinder,6
tagih lihat pesan lihat poto telanjur,1,tinder,4
aplikasi buruk paksa orang langgan,1,tinder,9
kocak nih aplikasi akun gua tibatiba block ahaha gua tidak laku kocak parah,1,tinder,7
kalo gratis biar bilang indonesia merdeka,5,tinder,1
tidak laku langgar akun cekal aneehhhh,1,tinder,7
serba bayar vitur nya tidak jelas tidak kayak micat virtul nya gratis,1,tinder,9
akun fakenya cantik pakai filter bangga,1,tinder,6
hibur silaturahmi,5,tinder,6
terima kasih dasar nya aplikasi tinder moga jodoh baik dunia akherat,5,tinder,5
aplikasi keren recomended pasti,5,tinder,5
halo tinder aplikasi mu busuk kagak buka kocak,1,tinder,9
tidak bisa download kah maintenance,1,tinder,3
akun cekal tinder tidak bisa masukk minggu tidak tau,1,tinder,6
berkat tinder nih gaisss iseng sih eh terus alhamdulillah gue nikah app,5,tinder,6
bilang tidak download tidak orisinal susup robot hacker tidak mau bayar apa,1,tinder,0
habis upgrade tidak bisa,1,tinder,9
pakai apk tinder alhamdulillah temu jodoh alhamdulillah langsung nikah terimakasih tinder,5,tinder,6
senang tinder,5,tinder,6
waspada scammer app tidak punya kerja tipu wanita ujung ancam uang lapor tni,1,tinder,1
tidak di blok akun,5,tinder,7
bantu teman,5,tinder,5
coba,3,tinder,2
ya akun cekal tolong bantu,1,tinder,7
bayar nya mudah,5,tinder,9
tinder stuck logo tidak bisa masuk,1,tinder,9
njis tidak bisa masuk,1,tinder,7
ragu cari pasang cari apk tinder apk tekomen cari jodoh,5,tinder,5
apk bagus pakai top up cari pasang,2,tinder,5
vertifikasi akun ikut pose akun kunci tolong kerja ya kak terima kasih,1,tinder,6
apk hp rusak,1,tinder,7
jodoh susah bgtudh pakai tidak juga,2,tinder,7
akun nya bot tipu nya hati hati kena tipu,1,tinder,6
donlot nih app hp gue banting laki gue malam perang dunia,2,tinder,4
dih tidak apk tidak guna saran mending tidak usah pakai nih apk,1,tinder,6
tidak ada ngelakui salah nak blokir salah,1,tinder,4
bangkai nih aplikasi chat woyyyy gajelass,1,tinder,1
sungguh kecewa gabung app tinder peras masak tidak fungsi tidak bayar terus kenal aplikasi tidak jelas hapus,1,tinder,6
area,3,tinder,1
akun gue blokir gue salah tidak jelas banget baca nih keluh,1,tinder,7
gue langgan gold akun hilang,1,tinder,0
kak akun kunci tidak kapai,3,tinder,7
tolong filter muslim agama mix campur apk tidak guna,1,tinder,6
aplikasi tidak guna tidak ada satu cewek balas chat,1,tinder,6
aneh ya tiba akun cekal tidak ngapa in,1,tinder,7
aplikasi benar cari pasang tipu,1,tinder,5
login tebak gambar ribett,1,tinder,7
tidak bisa masuk tinder,3,tinder,7
suruh verifikasi memang gua robot susah,1,tinder,7
sip akun langsung cekal bingung salah,1,tinder,7
akun tidak menit cekal moga data aman mls banget,1,tinder,3
apk tidak bisa buka mencewakan,1,tinder,7
aplikasi tidak jelas tidak didownload,1,tinder,7
tidak bisa suka,2,tinder,4
aplikasi mahal bayar,2,tinder,6
apk top up kasih bintang full,3,tinder,3
akun cekal tidak jahat tipu gambar orang,1,tinder,6
kali akun cekal banned tidak bisa login thx nemenin kecewa,1,tinder,7
lihat suka langgan gold,1,tinder,0
apk tidak jelas,1,tinder,7
atur ribet banget sih enak,1,tinder,8
bosok tidak bisa buka ajg,1,tinder,6
gue tidak bisa masuk aplikasi woi,1,tinder,7
bagus cocok,5,tinder,2
tolong minblokir orang nama rozy leceh omong jorok orang sibuk,1,tinder,4
kasih bintang jempol,5,tinder,3
apk tolol banyak atur login susah tidak kayak apk lai,1,tinder,7
login muncul verifasi manusia install hewan setan,1,tinder,7
loading buka,1,tinder,9
persetan akun gue close gjls tidak laku apa senang teman apk,1,tinder,7
coba coba tidak tau kelemhannya,2,tinder,2
tidak mau diboongi app pikirin cuan doang,1,tinder,8
aplikasi aneh verivikasi nyeleneh,1,tinder,7
aneh bikin malam eh pagi tetiba cekal tidak ngapangapain tidak langgar rules akun suka jual tidak cekal kesini freak main cekal,1,tinder,6
verifikasi tidak robot sush benr ngotak ajg,1,tinder,5
bagus banyak teman,5,tinder,2
akun cekal alas,1,tinder,7
bagus nih aplikasi,5,tinder,6
jelek tidak jelas,1,tinder,7
tidak tau akun gue cekal,1,tinder,7
munyukai app,5,tinder,2
hati hati aplikasi dating waspada orang asing profile palsu tipu,2,tinder,6
hasil review guna aplikasi akun tidak bisa percaya rampok duit guna aplikasi beli vitur vip vvip tipu membanned akun guna,1,tinder,6
coba,4,tinder,2
gede banget ya simpan,3,tinder,2
woi login tidak bisa hubung server,1,tinder,7
mantap aplikasi wajib downloud,5,tinder,8
langgar tidak bisa login masuk,1,tinder,7
bantu nal,4,tinder,5
buruk aplikasi,1,tinder,1
manfaat relationship hubung teman,5,tinder,1
apliksi tinder tidak bisa buka,5,tinder,2
dah aplikasi tidak jelas,1,tinder,6
akun gue blokir njeng tmennya bilang langgar,1,tinder,7
pengin rating rendah alas khusus jgv,1,tinder,3
tidak manfaat,1,tinder,0
ketemu jodoh terima kasih tinder,5,tinder,5
mantap teman aplikasi,5,tinder,5
tidak bisa masuk tinder,2,tinder,7
aplikasi orang gila,1,tinder,6
ribet sekarangharus verifikasi manusia bukanlha pikir,1,tinder,0
prabayar gratis tidak harap deh,1,tinder,8
tidak bisa tinder minggu tidak dapat,1,tinder,6
aplikasi bayar ribet,1,tinder,9
gue tidak laku salah akun gue bendit,1,tinder,7
kak tinder blokir kak,2,tinder,3
buruk aplikasi sial,1,tinder,9
pengin rating rendah alas khusus jgv,1,tinder,3
ketemu jodoh terima kasih tinder,5,tinder,5
bikin ulang bilang akun cekal,1,tinder,6
aplikasi bodok verivikasi bikin susah gue robot tolok pakai verivikasi manusia bodoh,1,tinder,7
tidak manfaat,1,tinder,0
buruk aplikasi,1,tinder,1
coba,4,tinder,2
tidak bisa masuk tinder,2,tinder,7
teman diikur uang teman bayar,1,tinder,9
aplikasi tololtiba akun ku tidak bisa buka,1,tinder,7
aplikasi orang gila,1,tinder,6
aplikasi bayar ribet,1,tinder,9
prabayar gratis tidak harap deh,1,tinder,8
kak tinder blokir kak,2,tinder,3
buruk aplikasi sial,1,tinder,9
akun cekal tidak laku langgar apa,1,tinder,7
apk bego pakai teka teki salah teh muak lihat nya,1,tinder,6
bayar,1,tinder,0
tidak lupa download,5,tinder,7
sih nebak hewan nya masuk,5,tinder,7
akun tidak ada aneh nya cekal,1,tinder,7
kalo tidak niat buak apk tidak usah apk woy,1,tinder,7
bagus bintang,2,tinder,2
kurang harga nya,3,tinder,3
tidak bisa login login woy,1,tinder,7
aplikasi tolosribet sbut gambar,1,tinder,6
ya masuk verifikasi manusia kalo monyet tidak boleh main nih apk,1,tinder,7
bagus banget,5,tinder,2
mudah cari pasang,5,tinder,5
hancur login maka nomor telepon hp tidak bisa kacau,1,tinder,7
aplikasi tidak guna,1,tinder,6
bagus cari teman,4,tinder,5
suka sih mah apk tuh,5,tinder,7
apk tidak guna tidak bisa buka,1,tinder,7
tinder stuck logo tidak bisa masuk,1,tinder,9
asw download tidak bisa masuk suruh coba asw babi,2,tinder,7
aplikasi jelek tidak bisa,1,tinder,6
rame bintang akun cekal,1,tinder,7
main tinder susah,1,tinder,7
moga jodoh,5,tinder,5
sistem prabayar,3,tinder,8
aneh ya,4,tinder,7
bagus kasih bintang kalo koin ya tidak mahal,2,tinder,3
aplikasi nih tidak jls banget niat hati mata suami main tidak bisa masuk ggl deh rencana lihat kedok suamiaplikasi payah,1,tinder,6
suka logout,1,tinder,7
update tidak jelas,2,tinder,7
hibur silaturahmi,5,tinder,6
anda gratis bagus,5,tinder,2
buka,4,tinder,9
mantap kali pacar,5,tinder,8
goodtp susah balas chat orang suka,3,tinder,0
langgan,2,tinder,9
tidak download apk tidak jelas,1,tinder,7
tolol vertifikasi tidak masuk akal,1,tinder,7
mudah,5,tinder,0
tidak bisa bukaaaa loading melulu,1,tinder,1
daftar akun cekal aneh bikin akun jembut app tidak downlod aplikasi tinder omy app tipu uang habis cekal,1,tinder,6
akun cekal tidak laku langgar apa,1,tinder,7
bayar bulan eh minggu tinderku normal,1,tinder,9
langgan,2,tinder,9
tidak ada match cewek nya pilih ganteng ya ku swipe kanan,1,tinder,0
kurang harga nya,3,tinder,3
buka beli paket buka profil orang suka beli paket like foto orang beli paket lagiparaaaaahuninstalllll,1,tinder,9
akun fake tidak di verifikasi verifikasi,1,tinder,7
suka sih mah apk tuh,5,tinder,7
kalo tidak bayar,5,tinder,9
apk kayak tidak dowload kasihan paket lo buang tidak guna anjing,4,tinder,7
akun cekal,1,tinder,7
akun hilang,1,tinder,7
bikin ulang bilang akun cekal,1,tinder,6
bagus kasih bintang kalo koin ya tidak mahal,2,tinder,3
bantu cari teman,5,tinder,5
goodtp susah balas chat orang suka,3,tinder,0
kali ketemu tipu duit pliss ya tinder sharing orang orang kotor tidak di approved kayak kudu verifikasi lengkap biar perempuan lindung,1,tinder,4
aplikasi tidak jelas masuk masak kirim kode verifikasi tidak masuk masuk,1,tinder,7
nikah aplikasi selingkuh kalo lo download aplikasi brati lo niat cari cemceman,5,tinder,6
tidak jelas tidak bisa login,1,tinder,7
tidak jelas tiba dibanned tidak ngapa kapai,1,tinder,7
mudah cari pasang,5,tinder,5
aplikasi berbayarhmmm,3,tinder,6
kalo jodoh bintang full b,3,tinder,5
eror update aplikasi,1,tinder,1
tidak bisa login login woy,1,tinder,7
buka apk suruh bayar lihat ug suka hahahaa lucu apk tidak jelas,1,tinder,7
apk nya tidak bisa buka coba tolong,1,tinder,7
apk bego pakai teka teki salah teh muak lihat nya,1,tinder,6
bagus banget,5,tinder,2
bingung complain ulas wakil kecewa aplikasi,1,tinder,6
bayar,1,tinder,0
lumayan bugg,3,tinder,6
anjay offline jam cekal nya,1,tinder,6
terima kasih tinder berkat apk cewek super cantik,5,tinder,4
apk bagus,5,tinder,2
bagus tarik,5,tinder,2
keren sekaliaku suka banget,5,tinder,8
nih aplikasi masuk pakai akun cekal tidak guna nih aplikasi,1,tinder,6
tidak langgar kunci langgar tentu,1,tinder,6
aplikasi sosial hubung serba bayar,1,tinder,6
aplikasi tololtiba akun ku tidak bisa buka,1,tinder,7
tolong tingkat aplikasi tinder nya,2,tinder,6
bagus cari teman,4,tinder,5
aplikasi tolosribet sbut gambar,1,tinder,6
lumayan pahal,5,tinder,6
gabungselama aplikasi oke,3,tinder,8
guna,5,tinder,6
like dislike tidak bisa chatingan,1,tinder,6
lumayan pahal,5,tinder,6
jodoh hehe,5,tinder,5
aplikasi tidak jelas kirim email tidak balas,1,tinder,7
bagus kalo ya bayar,4,tinder,2
nice gerat,5,tinder,8
tulis jual jasa topupnya wajibin,1,tinder,6
muas pakai uang,3,tinder,9
bagus bayar,5,tinder,2
aplikasi tolol daftar cekal hapus,1,tinder,7
mudahmudahan tinder ajang cari jodoh tidak kenal cowok ajak ml salah kaprah,4,tinder,5
tidak bisa hapus akun hadehhhh,1,tinder,7
tolong tinder bantu akun kesuliatan log tinder,2,tinder,7
apk nih sbln tidak dapat teman cewek cari pacar sulit mending michat dah,1,tinder,8
kagak buka pas donwload ngestak,1,tinder,6
pea aplikasi logout,1,tinder,9
tambah teman munafik goodlooking,5,tinder,3
tigabdulu ya bagus balas ku bintang,3,tinder,7
aplikasi nih tidak jls banget niat hati mata suami main tidak bisa masuk ggl deh rencana lihat kedok suamiaplikasi payah,1,tinder,6
bagus jodoh,5,tinder,2
akun fake orang niat tidak baik,3,tinder,6
sumpah tinder kesal banget kali login pakai nomor cekal akun nya tidak jelas banget sumpah jijik,1,tinder,7
aplikasi tinder worth pasang,5,tinder,5
pokok tinder up baik gratis,5,tinder,8
aplikasi bagus,5,tinder,2
tolong tinder bantu akun kesuliatan log tinder,2,tinder,7
tidak bisa masuk mentok logo,1,tinder,7
tigabdulu ya bagus balas ku bintang,3,tinder,7
gratis bulan,5,tinder,8
mampus kena uu ite nyalah gunain foto orang begitu idiiot orang asli tidak tau aku pecicilan kayak khontol,1,tinder,6
main besok blok akun,1,tinder,7
cocok guna,5,tinder,6
tidak bisa buka kalo tidak beli paket golf,1,tinder,9
hhh - lelucon klub cari teman bayar maaf otak tinggal pikir,1,tinder,6
tidak tau chat nya pakai koin gerat,3,tinder,9
app tidak guna bayar tdkbs chat,2,tinder,9
app keren,5,tinder,8
langgan sihapknya,3,tinder,0
percobaankalau bagus,3,tinder,2
username ubah,3,tinder,8
tidak apa suruh beli beli jelek,1,tinder,9
aplikasi bagong cerita buka tinder hapus akun tau akun gue cekal gue pnjahat eh gue hapus akun cok balikjn akun gue susah lu,1,tinder,7
bayar uninstall,1,tinder,9
kirim pesan nya bayar,3,tinder,4
coba bintng,3,tinder,2
terima kasih tinder temu tulus sayang cinta,5,tinder,4
ok biaya jagan mahal,5,tinder,1
cari asih kerja deh moga,5,tinder,5
gampang kalai nge banned tidak omong bekumy jam bikin akun deh bann asu,1,tinder,5
ngelepas blokir coyy buset nyebut angka hilang akun gue capek gue download hapus hp emak gue,1,tinder,7
bagus tau tidak boba,3,tinder,2
mudah moga jodoh baikaamiin,5,tinder,5
aplikasi mana orang orang adu outfit adu ngetrip sok hedon gilir ajak pinggir tidak mau,4,tinder,6
suka aplikasi inimimin,5,tinder,4
tidak bisa buka,1,tinder,0
coba kalo ok tambah,4,tinder,2
seru aflikasi nya ketemu jodoh,5,tinder,5
aplikasi nya bagus,5,tinder,6
tidak bisa kirim pesan,1,tinder,4
bagus moga jodoh aplikasi,5,tinder,5
moga manfaat,5,tinder,5
kasih gratis,5,tinder,8
bagus keren banget,5,tinder,2
akun batas usia usia,2,tinder,1
coba dululek bagus ditambahin bintang,3,tinder,2
apk nya lumayan sih,3,tinder,6
aplikasi isi akun palsu,1,tinder,6
bagus aplikasi,4,tinder,2
good sayang banyak bayar,4,tinder,9
bayar ribet,3,tinder,9
keren aplikasi,5,tinder,8
coba entar kalo bagus langsung,2,tinder,2
pakai bagus entahlh,5,tinder,2
tidak jelas apk nya bikin pusing,1,tinder,7
beli koin duluternyata,3,tinder,9
susah teman tidak gold,1,tinder,0
bagus,5,tinder,2
mahal koin,3,tinder,9
apk gajelasbikin bingunggoblokkkk,1,tinder,7
kalo bagus,3,tinder,2
download banned suruh kalo tidak robot sila cari gambar kucing gua tidak robot bang,1,tinder,7
tinder bantu temu jodoh terimakasih,4,tinder,5
tidak ada gratis,1,tinder,0
tidak jelas im not anything tibatiba akun cekal,1,tinder,7
mantapbelum,5,tinder,2
bantu cari pasang,4,tinder,5
aplikasi bagus,5,tinder,2
bagus mudah,5,tinder,2
bagus bantu,5,tinder,2
akun cekal,1,tinder,7
apk jelek tidak ramah bintang,1,tinder,3
ku tidak bisa loginn,1,tinder,7
susah matchnya bayar,4,tinder,0
aplikasi bagus,1,tinder,2
bayar,1,tinder,0
moga aplikasi nya bagus,5,tinder,2
bintang oleh minggu,2,tinder,3
tidak bisa masuk,1,tinder,0
aplikasi bagus,5,tinder,2
lmayan bagus aplikasi,3,tinder,2
aplikasi bagus,5,tinder,2
tarik,5,tinder,2
tidak ada foto langgar atur tau tau banned,1,tinder,7
